connectorType,durationSession,durationCharge,energy,cost,tariff,meanPower,maxPower,anomaly
1.0,1.3399997,1.2000003,13.38,0.07,0.07,10.41,7.0699997,1
2.0,0.17,0.138,3.5200002,1.1923997,0.24264625,32.706,49.93,1
1.0,19.06,19.199999,111.66596,3.6100004,0.24,1.2229997,22.07,1
2.0,0.6400003,0.58,18.78,3.8462002,0.13775598,32.57,49.93,1
1.0,0.02000001,0.089999996,0.07,0.07,1.1900003,0.07,7.0,1
2.0,0.8499997,0.3,4.108,0.9099997,0.31,10.844,50.07,1
2.0,1.0499998,1.0200003,22.550001,2.2099998,0.13333334,20.822,49.986,1
2.0,1.2299997,1.2299997,247.87497,4.8036,0.11276449,22.258,50.07,1
1.0,132.17004,132.02997,7.2500005,0.07,0.0,0.12499999,22.07,1
2.0,0.7000003,0.7000003,79.25096,4.4799995,0.27,20.664,50.07,1
2.0,0.33,0.33,6.12,0.0,0.0,-13.473,50.0,1
2.0,0.19999999,0.19999999,31.893,1.2499996,0.120000005,47.362,49.93,1
2.0,0.47,0.428,4.3100004,1.4199997,0.7099997,11.0199995,50.07,1
1.0,16.130001,16.27,267.0791,0.07,0.07,2.5479996,7.0699997,1
2.0,1.5500003,0.6400003,14.719999,2.7539997,0.113208205,25.772,50.07,1
2.0,0.45999986,0.17999999,0.43,-0.008999996,0.09944445,3.2030003,50.07,1
1.0,0.6500003,0.6500003,9.331,-0.07,0.0,2.8109996,7.0,1
2.0,0.442,0.396,12.92,2.7726004,0.14882988,31.753,49.93,1
2.0,0.12,0.12,1.72,0.0,0.0,-46.047,50.0,1
2.0,0.45,0.8099997,9.71,1.8633997,0.11337423,25.807,49.93,1
2.0,0.5900003,1.4900002,21.48,-0.07,0.0,41.243,50.07,1
2.0,0.29,0.14999999,7.6800003,0.07,0.0,36.975,49.93,1
1.0,0.37,0.37,2.24,0.0,0.0,26.295,7.0,1
1.0,0.030000009,0.030000009,0.454,6.6800003,0.07,3.7700002,7.0699997,1
0.0,2.02,4.01,14.76,3.1598,0.21407859,3.681,22.0,1
2.0,0.67,0.65,15.26,3.2574,0.21346003,68.016,50.0,1
2.0,0.292,0.232,7.88,-0.042,0.0,30.336,49.93,1
1.0,0.7440001,0.8000003,20.538,-0.07,0.0,3.6999998,7.0699997,1
1.0,4.27,4.27,5.34,0.0,0.0,-2.753,7.0,1
1.0,3.6399996,3.5000002,12.21,14.44,1.2399997,-1.1580003,22.07,1
2.0,0.372,0.26000002,-0.48699975,1.5892003,0.25293276,27.555,50.07,1
1.0,0.48999998,1.1000003,2.2110002,0.34,0.064,1.8800004,7.0699997,1
1.0,0.41,0.25,2.7420003,-0.028,0.0,5.9279995,7.0,1
2.0,0.3,0.3,11.127,0.0,0.0,64.231,50.0,1
2.0,0.47,0.47,37.66,2.1899996,0.110000014,29.21,50.07,1
2.0,0.3,0.3,5.472,1.2,0.22,-39.185,50.0,1
2.0,2.0400002,0.6579998,20.74,4.3156,0.20539913,29.459,50.07,1
1.0,14.24,5.0499997,22.64,3.8499997,0.10000001,1.6729997,7.0699997,1
2.0,0.8700003,0.7819999,26.958,1.1299996,0.13023765,33.317,49.93,1
2.0,0.19999999,0.52999973,3.5199997,1.4428003,0.50849277,24.685,49.93,1
0.0,18.48,18.47,21.41,4.3798,0.20456795,36.278,22.0,1
2.0,0.13,0.27,8.876,0.07,0.0,44.8,49.93,1
1.0,92.67004,92.52996,11.15,22.98,0.07,0.050000004,7.0699997,1
2.0,0.5500002,1.3300003,11.63,2.6807997,0.15314531,24.445,50.07,1
3.0,0.9000003,2.5199997,108.99996,-0.07,0.0,44.588,149.92996,1
2.0,0.364,0.36,14.38,4.8818,0.266872,40.209,49.93,1
2.0,1.4450002,0.8049998,57.115,10.8718,0.22607918,38.533,50.035,1
0.0,18.5,86.18,20.46,4.209,0.20571847,1.107,7.0,1
2.0,0.5700003,0.21,24.22,4.922,0.1320704,47.423,49.93,1
2.0,0.35,0.35,8.0,1.464,0.183,65.582,50.0,1
2.0,0.08600001,0.044000007,4.9410005,0.07,0.0,50.04,50.07,1
2.0,1.0,4.59,13.65,2.9646,0.21718681,13.515,50.0,1
0.0,0.72000027,0.5799997,5.1299996,-0.07,0.07,7.715,7.0699997,1
2.0,0.21,0.10999999,2.0900004,0.4604,0.11074075,15.499,49.986,1
2.0,0.5700003,0.55200016,19.27,3.9316,0.13690796,37.992,49.93,1
2.0,0.25,0.4,1.9500003,0.7500003,0.27,4.3679996,49.93,1
1.0,16.3,16.3,8.82,0.0,0.0,-3.451,7.0,1
2.0,0.07,-0.07,14.19,21.65,0.0,0.07,50.07,1
2.0,0.33,0.34,8.47,2.013,0.23766233,-10.016,50.0,1
2.0,0.6800003,0.6800003,176.22397,4.035,0.11322552,35.545,50.07,1
2.0,0.32,0.5,19.949,-0.07,0.0,46.626,49.93,1
3.0,1.5499997,5.4900002,194.78004,36.1698,0.2554029,132.38596,150.0,1
2.0,0.7400003,0.5999997,20.118,3.3100004,0.212,-1.9370003,50.07,1
2.0,0.7000003,0.5599997,12.4,6.6,0.60000026,56.859,50.07,1
2.0,0.099999994,0.13599999,2.9400003,1.0825996,0.26641196,37.695,49.93,1
0.0,2.0699997,1.9200003,7.37,1.8755997,0.31734246,27.676,22.07,1
2.0,2.27,0.4799998,9.87,9.34,1.03,17.748001,49.93,1
2.0,0.07000001,0.099999994,0.78500026,-0.07,0.028,23.777,50.014,1
1.0,21.176,21.064001,0.07,0.07,0.07,-0.07,7.0699997,1
0.0,5.1,15.96,9.64,2.2326,0.23159751,0.604,7.0,1
0.0,2.4699998,2.3300004,17.89,3.1874003,0.25279462,7.3550005,7.0699997,1
3.0,1.6100003,1.7599998,224.65004,68.89656,0.37709144,132.81796,150.0,1
2.0,0.42,0.378,8.64,-0.120000005,0.11349025,24.956,49.93,1
2.0,0.8900003,0.7599997,10.4800005,2.4611998,0.15665403,12.781,49.93,1
1.0,1.2999997,1.1600003,4.2500005,0.35999998,0.93999976,3.5819998,7.0,1
0.0,25.960001,2.1099997,22.52,4.6693997,0.27360335,11.004001,7.0699997,1
0.0,9.719999,9.58,17.96,0.37,0.13867524,1.9239997,21.93,1
2.0,0.43,0.43,11.1,0.25,0.276231,31.098,50.07,1
1.0,17.23,17.23,0.69,18.18,0.0,0.04,7.0,1
2.0,0.5900003,0.5900003,83.29696,2.0699997,0.110000014,20.956999,50.07,1
2.0,1.38,1.37,30.07,5.9658,0.19839707,69.44,50.0,1
2.0,0.60000026,0.5540001,18.16,3.7242002,0.13812946,33.829,49.93,1
1.0,0.8400003,2.1600003,2.3520002,2.3799996,1.04,0.9970003,22.07,1
1.0,0.042,0.07,0.07,0.07,0.89999974,-0.07,7.021,1
2.0,0.47,0.47,89.56796,2.7295997,0.15163334,30.07,50.07,1
0.0,9.5199995,9.38,20.1,32.02,0.07,2.0500002,22.07,1
1.0,17.58,17.706,0.07,0.07,0.8900003,-0.07,7.0,1
2.0,0.32,0.5580001,9.950001,8.389999,0.7599997,18.976,49.93,1
1.0,0.72,0.72,2.24,0.0,0.0,24.466,7.0,1
2.0,0.8000003,0.69799984,17.630001,3.6388004,0.13953672,23.989,49.93,1
0.0,68.92004,19.69,27.51,5.4444003,0.129942,1.3260003,21.93,1
1.0,2.6059997,2.5080001,1.5110003,0.56000024,0.6599997,0.6900003,7.0,1
2.0,0.14999999,0.156,2.9400003,1.0825996,0.26641196,30.17,49.93,1
2.0,0.6,0.6,10.75,0.0,0.0,62.139,50.0,1
1.0,2.78,2.78,3.938,0.79,0.2,19.831,7.0,1
2.0,0.386,0.308,5.8,1.6071997,0.19187394,16.701,49.986,1
1.0,39.94,9.200001,6.95,0.07,0.0,0.6719997,7.0699997,1
2.0,0.16000001,0.16000001,7.515,1.5459998,0.27,53.783,50.07,1
2.0,0.48,0.58,10.98,2.4766,0.22555555,-33.876,50.0,1
0.0,9.599999,9.46,8.35,-0.09,0.16762471,0.89800006,22.07,1
2.0,3.1500003,0.6139998,3.8049996,-0.042,0.07,5.505,50.07,1
0.0,2.6800003,2.8299997,17.81,-0.07,0.0,6.4080005,7.0699997,1
2.0,0.38,0.38,10.163,0.0,0.0,69.382,50.0,1
2.0,11.71,11.86,31.050001,6.091,0.12797558,2.7099998,49.93,1
1.0,18.998,18.942,0.07,0.07,0.07,-0.07,7.0699997,1
2.0,0.72000027,0.32,13.484,0.07,0.0,20.921999,49.93,1
2.0,0.6360002,0.52399975,12.080999,4.03,0.22999999,42.81,49.93,1
2.0,0.6900003,0.5499997,11.84,12.29,1.1199996,55.455,50.07,1
2.0,0.67,3.22,9.46,2.196,0.23213531,14.119,50.0,1
1.0,1.2380002,1.2100003,1.1089997,-0.07,0.07,2.5710003,7.0699997,1
1.0,20.43,20.556,0.07,0.07,0.41,-0.07,7.0699997,1
0.0,113.229965,114.37004,23.23,1.4799997,0.2731588,0.274,7.0699997,1
2.0,0.7400003,0.6099997,8.52,0.029999997,0.2893248,12.702,49.93,1
2.0,0.010000004,0.010000004,2.6900003,-0.07,0.07,58.398,50.07,1
2.0,0.47,0.414,12.128,0.7900003,0.110000014,30.565,49.93,1
2.0,1.1399997,0.5,29.378,5.9016,0.12869166,27.5,49.93,1
2.0,0.7900003,0.28,6.78,1.7901996,0.18112409,9.717999,49.93,1
2.0,0.52000004,0.46,9.5,3.4493997,0.33912435,20.874,49.93,1
2.0,0.28,0.7399997,10.952,12.55,1.2299997,31.021,50.07,1
1.0,140.04996,140.19003,28.84,0.07,0.07,0.276,7.0699997,1
0.0,0.83,0.83,29.14,0.0,0.0,35.108,22.0,1
2.0,0.7700003,0.6299997,-0.50199974,-0.07,0.07,6.6530004,50.07,1
0.0,5.36,5.5099998,61.946,11.8674,0.1204035,11.46,21.93,1
2.0,0.39,0.38,11.440001,0.21,0.153649,37.199,50.07,1
2.0,0.19,0.148,4.021,1.8179998,0.436,33.088,50.07,1
2.0,1.0980002,0.61600024,38.96,7.0426,0.112890214,34.184,49.93,1
2.0,1.0,3.7,19.18,3.9772,0.20736183,18.99,50.0,1
0.0,17.83,17.84,15.25,3.2574,0.2136,-4.662,7.0,1
2.0,0.25,9.26,11.0,2.4766,0.22514546,1.188,50.0,1
2.0,0.6099997,0.6099997,20.916,14.08,0.07,30.586,50.07,1
2.0,0.67,0.65599996,21.671999,8.5,0.07,32.312,50.07,1
2.0,0.6500003,0.63200015,22.87,4.5904,0.13315606,38.951,49.93,1
2.0,0.3,0.3,8.66,37.75,0.0,28.867,50.0,1
2.0,0.5900003,0.44999993,5.1309996,3.4070003,0.28136778,31.565,49.93,1
2.0,0.5,0.37,4.3469996,-0.07,0.07,32.975,49.93,1
0.0,16.286,16.324,23.880001,4.7734003,0.13222966,1.5379997,7.0,1
2.0,0.37,0.37,4.88,1.11,0.23,59.867,50.0,1
2.0,0.7,0.03,20.28,4.1724,0.20573965,289.714,50.0,1
2.0,0.32,0.32,10.026,0.0,0.0,65.781,50.0,1
0.0,0.066,0.07,0.089999996,-0.07,0.0,2.0699997,7.014,1
0.0,12.88,1.01,28.72,5.7218,0.19922702,28.436,7.0,1
2.0,1.0799997,0.44,26.28,4.8889995,0.11288425,26.159,49.93,1
2.0,0.25,0.13,3.8900003,0.07,0.0,22.07,49.93,1
2.0,0.168,0.14999999,5.5200005,1.0947996,0.113327384,39.999,50.07,1
1.0,1.78,1.78,5.92,0.0,0.0,21.343,7.0,1
1.0,1.13,1.13,18.985,18.8,0.99,16.801,7.0,1
2.0,0.6200003,1.3000003,3.0099998,1.2999997,0.35,5.275,50.07,1
3.0,1.6000003,1.7499996,220.22003,67.54236,0.3771197,130.97197,150.0,1
3.0,1.97,1.01,238.21,73.1146,0.30693337,120.919,150.0,1
2.0,0.4,0.4,19.524,3.2200003,0.24,52.902,50.07,1
1.0,7.12,15.32,20.75,3.48,0.17,1.354,7.0,1
0.0,0.07,0.07,7872.428,0.07,0.0,-0.07,7.0,1
2.0,0.21,0.42,10.306001,0.07,0.0,29.716,49.93,1
2.0,1.8999997,1.9099997,42.86,8.250401,0.1238132,23.402,49.93,1
1.0,4.9399996,4.9399996,54.871002,21.47,1.2200003,3.4759996,7.0699997,1
2.0,0.48999998,1.8800004,2.2000003,0.48479998,0.21073127,5.3350005,50.07,1
1.0,9.5,9.360001,13.832,4.5099998,0.6199997,1.3920003,7.0,1
2.0,0.39,0.16,8.577001,0.07,0.0,27.092,49.93,1
0.0,0.21,0.34,2.6479998,0.5458002,0.13960306,6.32,7.0699997,1
2.0,0.348,0.316,6.8500004,1.8023996,0.18034682,21.039999,49.972,1
2.0,0.5660002,0.45399997,9.012,3.4070003,0.25319284,37.202,49.93,1
2.0,0.03,0.03,1.42,33.76,0.0,47.333,50.0,1
0.0,0.176,0.120000005,2.5120003,0.07,0.0,5.9869995,7.0699997,1
2.0,0.37,0.37,14.386,12.37,0.86,-23.807,50.0,1
1.0,0.62,0.62,3.77,2.45,0.65,-2.381,7.0,1
1.0,0.5900003,1.7200003,3.7610004,1.0200001,0.18,7.437,22.07,1
2.0,0.44,1.6400003,12.75,4.4497995,0.27163807,35.681,50.07,1
2.0,0.4799998,0.48999977,17.61,17.470001,0.07,31.251,50.07,1
2.0,0.58,0.06,10.78,2.44,0.22634508,179.667,50.0,1
2.0,0.85000026,0.85000026,214.33096,4.2799997,0.09,32.826,50.07,1
2.0,0.25,0.228,3.6900003,1.2167997,0.23500001,18.855999,49.93,1
2.0,0.85000026,0.7339998,18.73,3.8340003,0.13765958,23.867,49.93,1
2.0,0.376,0.25,0.7150003,1.5800003,0.26,26.614,49.93,1
1.0,8.469999,8.33,0.07,0.07,0.07,-0.07,7.0699997,1
2.0,0.6700003,0.5199997,8.110001,0.48,0.17012225,13.934,49.93,1
1.0,2.3699996,2.2300003,5.7869997,12.18,0.5800003,10.37,7.0699997,1
1.0,67.490036,67.34996,3.7690003,-0.07,0.0,-0.044999998,7.0699997,1
2.0,0.398,0.3,4.0369997,-0.07,0.07,22.444,49.986,1
2.0,0.6500003,0.52999973,3.6909997,2.4188004,0.29462093,18.397,49.93,1
2.0,0.282,0.24,3.1500003,0.6556003,0.11186336,10.457,49.93,1
2.0,0.34,0.34,26.857,1.7199997,0.120000005,31.511,49.93,1
2.0,0.12,0.12,1.3830003,0.29,0.34,29.088,49.93,1
2.0,0.030000009,0.030000009,4.3599997,7.7500005,0.07,42.83,50.07,1
2.0,1.7899997,1.7899997,40.193,1.1000003,0.09,23.479,49.93,1
2.0,0.6700003,0.52999973,16.275,31.96,0.07,26.938,49.93,1
2.0,0.5,0.5,104.272964,2.8799996,0.10000001,37.843998,50.07,1
2.0,0.14,0.089999996,1.0600003,0.07,0.0,16.213,49.93,1
2.0,0.51,0.51,19.84,3.6356,0.18324597,-19.152,50.0,1
3.0,1.4300003,1.4300003,112.51304,17.17,0.22,154.29596,150.0,1
2.0,1.3799996,0.38,18.48,7.564,0.48,40.981,50.07,1
1.0,1.77,4.46,10.046,0.0,0.0,5.676,7.0,1
2.0,0.45,1.0300003,6.2819996,3.0499997,0.41,16.277,50.07,1
2.0,0.3,0.3,5.142,21.13,0.0,17.14,50.0,1
2.0,0.72,13.71,17.78,3.721,0.20928009,1.297,50.0,1
2.0,0.7900003,0.6679998,21.43,0.6300003,0.13484652,30.352,50.07,1
1.0,18.894001,12.625999,0.07,0.07,0.07,-0.07,7.0699997,1
0.0,2.4940002,2.6299996,17.51,3.6144004,0.13957907,6.937,21.93,1
1.0,3.8399997,3.7000003,1.3109998,-0.07,0.07,1.7870003,7.0699997,1
2.0,0.67,0.67,15.61,0.0,0.0,62.58,50.0,1
2.0,0.5,0.5,7.35,0.0,0.0,-27.704,50.0,1
2.0,0.14,0.18599999,4.11,0.53000015,0.040000007,32.224,49.93,1
2.0,0.47,1.8100003,17.93,3.8031998,0.13902576,44.72,50.07,1
1.0,1.75,1.75,5.96,0.0,0.0,32.503,22.0,1
2.0,0.010000004,0.010000004,3.4060004,1.0800003,0.4,55.611,50.07,1
1.0,11.32,11.32,-15.51,0.0,0.0,-1.37,7.0,1
2.0,0.268,0.17,0.44799998,1.5038003,0.25342658,35.82,49.93,1
0.0,8.1,4.0899997,17.64,3.7787998,0.13941841,2.1000004,22.07,1
2.0,0.3,0.13,6.2060003,1.0100002,0.08000001,27.357,49.958,1
2.0,0.24400002,0.21200001,9.22,2.1612,0.16288504,38.389,49.93,1
1.0,11.19,32.1,18.11,0.0,0.0,0.564,7.0,1
0.0,0.089999996,-0.05,0.14999999,0.5458002,5.8775005,4.0699997,22.07,1
0.0,12.93,12.93,34.26,6.7344,0.19656743,-4.108,7.0,1
0.0,5.25,0.48,18.9,3.9284,0.20785186,39.375,22.0,1
2.0,0.7099997,0.5800003,15.87,-0.07,0.0,20.506,49.93,1
2.0,0.28,10.45,4.34,1.2566,0.28953916,0.415,50.0,1
2.0,0.07,-0.06,-0.06,0.53360015,46.29,1.0699997,50.07,1
2.0,0.32,0.282,5.4800005,0.38,0.19598198,23.195,49.93,1
2.0,1.0699997,1.0799997,28.710001,5.6640005,0.12923558,28.565,49.93,1
1.0,89.95,89.95,22.15,0.0,0.0,10.449,7.0,1
0.0,3.2899997,3.1500003,10.009999,8.6,0.07,3.0170002,22.07,1
2.0,0.22,0.22,8.919,0.0,0.0,-30.354,50.0,1
2.0,0.05,0.05,2.172,0.7,0.32,62.228,50.0,1
0.0,0.6200003,0.48999977,1.2000003,0.028,0.028,2.1980002,7.0,1
2.0,0.42,0.42,7.21,0.0,0.0,-39.98,50.0,1
2.0,0.47,0.39,8.0,0.66000026,0.17037176,20.762,49.93,1
0.0,1.4059998,1.4019998,19.93,4.0536003,0.13618001,14.776,21.93,1
0.0,2.5899997,2.4600003,6.1800003,1.6803997,0.187664,2.5399997,21.93,1
0.0,1.5999997,1.4700003,3.6000004,1.2045997,0.23915532,2.4529996,21.93,1
2.0,0.314,0.296,7.2500005,1.8755997,0.17666668,23.613,49.958,1
1.0,1.5000004,1.5000004,2.5499997,-0.07,0.07,3.5220003,7.0,1
1.0,2.45,2.45,2.02,28.97,0.0,0.824,7.0,1
2.0,0.14999999,0.14,14.368,1.0581998,0.2755245,40.927,50.07,1
0.0,0.07,0.07,68.55496,0.07,0.0,0.028,7.0,1
2.0,0.42,0.42,15.71,5.08,1.1800003,45.156,50.07,1
2.0,0.44,0.42,89.36496,3.4859996,0.14138615,46.241,50.07,1
2.0,3.7599998,1.0799997,13.07,-0.07,0.0,12.941,50.07,1
1.0,114.12996,114.270035,10.57,10.85,1.1099997,0.162,7.0699997,1
2.0,0.7000003,1.0100003,12.46,2.8271997,0.1500479,11.672,49.93,1
2.0,0.9900003,0.18,9.539,1.7300003,0.26,37.946,50.07,1
0.0,13.68,0.51,25.39,5.1118,0.20133123,49.784,22.0,1
1.0,0.033999998,0.10999999,0.07,-0.07,0.16000001,-0.07,7.0,1
2.0,0.7000003,0.7000003,113.701965,3.1199996,0.10000001,28.399,50.07,1
1.0,0.078,0.05,0.19,0.06,3.1800003,2.4699998,7.0,1
1.0,4.21,11.25,4.61,0.0,0.0,0.41,7.0,1
1.0,5.5499997,5.4100003,2.3800004,0.099999994,0.17,0.419,7.0,1
0.0,1.0699997,0.9299997,7.5399995,2.2254002,0.3754083,7.4,7.0699997,1
2.0,3.2000003,0.42,17.34,0.07,0.0,49.273,50.07,1
1.0,12.96,3.2000003,7.7699995,0.07,0.07,2.4249997,7.0699997,1
2.0,0.7400003,0.62799984,12.187,0.19999999,0.26000002,18.364,49.93,1
1.0,1.0899997,2.5100002,15.37,2.7399998,0.10000001,5.9999995,7.0699997,1
2.0,0.87,0.87,15.07,15.82,1.05,61.889,50.0,1
2.0,0.21,0.332,8.47,1.6315997,0.11285715,29.518,49.93,1
0.0,5.3199997,5.1900005,3.3109996,-0.07,0.07,1.2130003,7.0,1
2.0,0.54000014,2.0400002,5.3199997,0.07,0.0,11.24,50.07,1
2.0,1.0799997,0.93999976,18.3,3.2606003,0.25269884,56.371002,50.07,1
0.0,1.4999996,1.3700004,5.0200005,1.4607997,0.20324165,3.6049998,21.93,1
2.0,0.6200003,0.7599997,5.6349998,2.9556003,0.28565216,16.834,50.07,1
2.0,0.7500003,0.7500003,23.383,1.5799997,0.10000001,34.56,49.93,1
1.0,1.27,1.27,4.564,1.55,0.34,24.342,7.0,1
1.0,3.6199996,3.4800003,1.7859997,-0.07,0.07,2.7170002,21.93,1
2.0,0.14,0.29,9.702001,0.07,0.0,44.488,49.93,1
1.0,3.4399996,3.3000002,13.07,12.71,0.07,3.7880003,7.0,1
1.0,0.038,0.089999996,0.07,-0.07,0.0,-0.07,7.0,1
1.0,18.8,76.81,3.91,0.82,0.21,0.208,7.0,1
2.0,1.47,1.47,20.87,0.0,0.0,-14.902,50.0,1
2.0,0.34,0.17999999,9.0,0.07,0.0,33.663,49.93,1
2.0,0.478,0.474,16.274,5.3712,0.2772027,35.57,49.93,1
0.0,210.44997,18.44,26.69,5.4013996,0.27027798,1.5079997,7.0699997,1
2.0,0.458,0.454,16.668,5.4932003,0.3329264,38.047,49.93,1
2.0,0.35,0.93999976,18.802,3.4981997,0.112739876,18.644,50.07,1
2.0,0.19,0.5500002,16.6,-0.07,0.0,34.799,49.93,1
3.0,1.5000004,1.6499997,118.29004,22.0242,0.25689054,74.75296,150.0,1
2.0,0.53,0.52,12.87,2.8182,0.21897435,-9.867,50.0,1
2.0,0.050000004,0.050000004,2.7279997,5.7400002,1.1099997,46.497,50.07,1
2.0,0.60000026,0.45999986,5.2269998,2.3100004,0.25,25.158,49.93,1
2.0,0.8000003,0.6599997,8.9800005,-4.656613e-09,0.050000004,12.467,49.93,1
2.0,0.25,0.8000003,23.86,4.4497995,0.1130255,32.850998,50.042,1
2.0,0.52,0.52,3.83,1.159,0.30261096,-24.91,50.0,1
2.0,0.8000003,2.7900002,34.69,-0.07,0.0,12.035,50.07,1
2.0,0.7500003,0.7500003,93.10796,0.07,0.0,15.379,50.07,1
1.0,1.4899997,1.3500003,-0.421,-0.055999998,0.07,2.1410003,7.0699997,1
2.0,0.066,0.13000001,3.2999997,0.63800013,0.148,40.305,49.93,1
2.0,4.5200005,4.2099996,6.84,-0.042,0.0,1.7389997,49.93,1
2.0,0.4,0.4,13.19,7.5400004,0.07,27.845001,50.07,1
2.0,0.19999999,0.408,8.54,1.6437997,0.11278747,19.203,49.93,1
3.0,1.48,1.48,110.179,4.74,0.15,74.445,150.0,1
2.0,0.0,0.0,23.0,4.6726,0.20315652,69.659,50.0,1
0.0,0.9900003,1.7400002,5.05,1.4729997,0.30202344,2.8989997,7.0699997,1
0.0,1.0499998,0.9239998,48.547,1.6925997,0.18552756,6.4100003,49.93,1
2.0,0.34,0.7399997,12.63,2.8637998,0.14998426,15.749,49.958,1
1.0,12.96,38.05,17.65,3.71,0.21,0.464,7.0,1
0.0,4.5199995,4.3900003,9.512,2.196,0.20389019,2.0530002,21.93,1
2.0,0.110000014,0.107999995,3.284,0.9300003,0.20000002,40.455,50.056,1
2.0,0.28,0.4,8.37,2.0999997,0.17,18.027,49.93,1
2.0,0.35,0.35,6.71,4.9,0.73,-47.772,50.0,1
2.0,0.7500003,0.6099997,8.615999,3.8950002,0.25305632,31.783,49.93,1
2.0,1.0699997,0.93999976,5.344,5.5420003,0.26957327,27.772,49.93,1
0.0,9.96,9.96,29.36,5.368,0.18283379,-5.372,22.0,1
0.0,0.35,0.9299997,1.0490003,0.07,0.07,3.0100002,22.07,1
2.0,0.12,0.12,4.07,0.0,0.0,-9.22,50.0,1
2.0,0.37,0.37,31.836,1.9853997,0.11346744,34.87,50.07,1
2.0,1.5000004,0.54000014,13.28,2.9491997,0.1899561,28.176,50.07,1
2.0,1.0,7.54,23.81,4.819,0.20239395,3.158,50.0,1
2.0,0.34,0.312,5.1200004,1.0799997,0.44999993,19.292,50.07,1
2.0,0.54000014,0.424,11.39,2.6319997,0.15356022,23.945,49.986,1
2.0,1.04,0.89999974,4.1309996,-0.07,0.07,9.621,50.07,1
0.0,67.759964,19.91,0.17,0.07,0.0,-0.009000002,7.0699997,1
2.0,0.5500002,1.2200003,8.27,0.07,0.0,17.305,50.07,1
1.0,43.39,43.25,19.424,-0.07,0.0,0.148,7.0,1
2.0,0.33,0.33,14.81,0.0,0.0,-12.705,50.0,1
0.0,19.66,19.59,3.4229996,2.0650003,0.25310463,0.5229997,22.07,1
0.0,0.6700003,0.52999973,4.6699996,0.7717997,0.253,7.597,7.0699997,1
0.0,4.6699996,4.5200005,34.86,8.8848,0.3273958,7.51,7.0699997,1
2.0,0.6,0.6,3.45,0.79,0.23,65.299,50.0,1
1.0,19.99,19.85,24.11,25.77,0.07,1.1370003,7.0699997,1
1.0,0.42,0.28,2.578,0.7980001,0.35999998,7.4160004,7.0699997,1
1.0,60.1,20.39,16.43,0.07,0.0,0.7419997,7.0,1
2.0,0.18,0.18,7.086,1.44,0.2,-9.364,50.0,1
2.0,0.7500003,0.7500003,55.799,-0.07,0.0,24.598999,49.93,1
1.0,2.3300004,0.78000027,0.07,-0.07,0.042,-0.07,7.0699997,1
2.0,0.3,0.9800001,9.445001,1.8699996,0.120000005,41.44,50.07,1
1.0,0.98,2.63,7.71,4.16,0.54,2.932,7.0,1
2.0,0.44,0.314,2.1989996,2.0894003,0.3037013,25.043,49.93,1
2.0,0.7000003,0.41,18.28,4.47,0.17,29.197,49.93,1
2.0,0.29,0.22,5.531,0.5700003,0.15,25.529,50.028,1
1.0,54.22,54.22,19.26,22.73,1.18,-5.436,7.0,1
2.0,0.54000014,2.1400003,16.376,2.8899996,0.10000001,34.764,50.07,1
1.0,0.099999994,0.099999994,88.19596,0.07,0.0,9.313226e-10,22.07,1
2.0,0.19999999,0.19999999,3.5300002,-0.07000001,1.0800003,27.762,50.07,1
1.0,4.15,4.15,6.4769998,4.7000003,0.32,4.4480004,7.0,1
2.0,0.5900003,0.49199992,11.700001,0.089999996,0.15285473,22.705,49.93,1
2.0,0.422,0.376,11.950001,2.5896003,0.15126456,30.890999,49.93,1
2.0,0.60000026,0.24,7.0270004,1.5099998,0.13000001,13.4609995,49.93,1
0.0,1.6099997,1.4700003,9.950001,0.56000024,0.11263473,6.5759997,21.93,1
1.0,4.5699997,4.4300003,22.041,0.02000001,0.10000001,4.9519997,22.07,1
2.0,0.39,0.9299997,11.66,2.6807997,0.1525746,35.614998,50.07,1
2.0,1.1999997,1.0600003,1.8729997,-0.07,0.056,3.7180004,50.014,1
0.0,2.2499998,2.1100004,13.46,0.42,0.11313668,6.212,21.93,1
0.0,5.0399995,-0.04,19.84,4.017,0.27672738,16.563,7.0699997,1
1.0,1.5699997,1.4300003,7.824,6.9600005,0.07,5.0990005,7.0,1
2.0,1.0699997,1.0699997,164.62996,4.9255996,0.13231668,24.07,50.07,1
2.0,0.32,0.21,10.02,0.07,0.0,40.43,49.93,1
2.0,0.38,3.21,10.85,2.4522,0.22600922,3.38,50.0,1
1.0,71.41996,18.15,1.4799997,0.27,0.21,0.008000007,7.0699997,1
1.0,22.28,68.88,7.77,0.0,0.0,0.349,7.0,1
1.0,11.156,11.17,126.286964,-0.07,0.055999998,0.07,7.0699997,1
0.0,1.0859997,1.0819998,1.2500004,0.8508003,0.52151483,1.3389997,21.93,1
0.0,0.97,0.97,4.45,1.281,0.28786516,35.023,22.0,1
2.0,0.6200003,0.48999977,10.06,2.3879998,0.15882528,18.159,50.07,1
3.0,1.58,1.58,184.509,28.05,0.15,-40.228,150.0,1
2.0,0.48,5.17,10.08,2.3058,0.22875,1.95,50.0,1
0.0,3.9899998,3.8600004,6.2499995,-0.07,0.0,1.6429996,7.0,1
1.0,21.33,21.47,69.23296,-0.07,0.354,0.07,7.0699997,1
1.0,3.9999998,3.8600004,15.4,18.16,0.07,3.8310003,7.0699997,1
